Item,Location,Sublocation,Serial,Quantity
TESTOSTERONE II MINI VIDAS ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,12
TESTOSTERONE II MINI VIDAS ,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
"THAWING BATH, UNT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,1
"THAWING BATH, UNT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
"THERAPEUTIC AND AUTOLOGUS ERYTHROPHORESIS SET, PC","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,7
"THERMAL CYCLER, UNIT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 5,,1
THERMAL PRINTER PAPER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 5,,4
THERMAL PRINTER PAPER,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,4
THERMCO INCUBATOR THERMOMETER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,2
thermocouple calibrator,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
Thermofisher fridge ,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1
THERMOSCIENTIFIC HOTPLATE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
"THROMBOPLASTIN, 12X4ML ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,7
"THROMBOPLASTIN, 12X4ML ","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,6
TIMER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,8
"TIMER/STOPWATCH, PCS","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,12
"TIMING BELT,T2.5/116","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,2
TIP ASSEMBLY,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"TISSUE EMBEDDING CASSETTE, PKS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 10,,47
"TISSUE EMBEDDING CASSETTE, PKS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,9
"TISSUE MOULD, PC","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,300
TISSUE PROCESSOR,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,1
TISSUE PROCESSOR JAR,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,1
"TN,DXH 520 CP HEMATOLOGY INSTRUMENT","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,2
"TOOLS KIT,PC   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
"TOTAL BILIRUBIN, 4X100ML ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,4
"TOTAL BILIRUBIN, 4X100ML ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,2
"TOTAL BILIRUBIN, 8 X 25 ML   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,18
"TOTAL BILIRUBIN, 8 X 25 ML   ","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,4
TOTAL PROTEIN PLUS 12X20ML VTL ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,12
TOTAL PROTEIN PLUS 12X20ML VTL ,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
TOTAL PROTEIN PLUS 12X20ML VTL ,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,4
"TOTAL PROTEIN PLUS, 2X125 ML ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,7
"TOTAL PROTEIN PLUS, 2X125 ML ","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,3
"TOUCH PANEL,  PC","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
"TOURNIQUET,UNIT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,283
"TOURNIQUET,UNIT ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,58
"TPE(THERAPEUTIC PLASMA EXCHANGE) CARD, 0 ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,5
TP-LINK,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
TPSA MINI VIDAS ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,2
TPSA MINI VIDAS ,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
TPSA MINI VIDAS ,"DCL Laboratory Products Ltd, Enugu",,,1
TPSA MINI VIDAS ,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,4
TRANSPONDER CHIP,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,11
TRANSVAGINAL PROBE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,1
TRANSVAGINAL PROBE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 5,,2
TRI LEVEL QC KIT,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,1
TRI LEVEL QC KIT,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
TRIG MONO SL NEW 4X250 +STD,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,13
TRIG MONO SL NEW 4X250 +STD,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,2
TRIG MONO SL NEW 4X250 +STD,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,3
"TRIGL MONO SL, 6 X 45 ML ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,31
"TRIGL MONO SL, 6 X 45 ML ","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,3
TRIGLYCEIRDE 4X250,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,-1
TRIGLYCEIRDE 4X250,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,3
"TRIGLYCERIDES SL + STD 5ML, 6 X 50 ML ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,17
"TRIGLYCERIDES SL + STD 5ML, 6 X 50 ML ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
"TRIGLYCERIDES SL + STD 5ML, 6 X 50 ML ","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,10
"TRIGLYCERIDES SL + STD 5ML, 6 X 50 ML ","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,2
TRIGLYCERIDES SL 12X20ML VTL 12X20 ML TGML-0250,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,-3
TRIGLYCERIDES SL 12X20ML VTL 12X20 ML TGML-0250,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,5
TRIGLYCERIDES SL 12X20ML VTL 12X20 ML TGML-0250,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1
"TRIGLYCERIDES, 2X100ML ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,5
"TRIGLYCERIDES, 2X100ML ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
"Trinocular brightfield microscope, 1000x, IOS SPECIAL","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 5,,1
"TRINOCULAR PHASE CONTRAST MICROSCOPE,1000x IOS","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 5,,1
TROLLEY,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
Trolley for centrifuge 6-16 KS ,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1
"TROLLEY MOUNT BRACKET, G ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,10
"TROLLEY MOUNT BRACKET, G ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 10,,3
TROPONIN,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,4
TROPONIN CONTROL,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,1
"TROPONIN I CHECK-1, PK ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,14
TSH CHECK-1,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,3
TSH CHECK-1,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,15
TSH KIT,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,4
TSH MINI VIDAS ,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
"TSH, PK","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,1
TUBE BOX-P.P 100WELL-HINGED LID BLUE,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,994
"TUBE CLAMP,  PC ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"TUBE EXTENDER, PIECES ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,38
tube rack - dismantled-40 holes-for tubes 18/20 mm diameter,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
tube rack - dismantled-40 holes-for tubes 18/20 mm diameter,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
tube rack- monoblock - 26 holes- for tubes 28/30 mm diameter,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
tube rack-24 holes-for tubes 21/25 mm diameter,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
tube rack-24 holes-for tubes 21/25 mm diameter,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
tube rack-for microtubes-100 holes,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
tube rack-for microtubes-100 holes,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
tube rack-monoblock-50 holes-for tubes 17/18mm diameter,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
tube rack-P.P- with lid-for 15 ml tubes,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
tube rack-P.P- with lid-for 15 ml tubes,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
"TUBE SEALER, ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
"TUBE SEALER, ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,3
"TUBE SEALER, ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Techical,,5
"TUBE SEALER, ","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1
"TUBES AND CAPS FOR CONTROLS, 20PC ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,5
tubes- microcentrifuge- P.P-2.0ml- skirted- neural- DNA&RNA free,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
tubes- microcentrifuge- P.P-2.0ml- skirted- neural- DNA&RNA free,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
tubes- microcentrifuge-P.P- 1.5ml-neutral-DNA&RNA free,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
tubes-cryo-2.0ml-skirted-external thread,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,3
tubes-cryo-2.0ml-skirted-external thread,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,13
tubes-cryo-2.0ml-skirted-external thread,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
tubes-cryo-2.0ml-skirted-external thread,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",Lagos Warehouse,,10
tubes-microcentrifuge- P.P-2.0ml-neutral-DNA&RNA free,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
tubes-microcentrifuge- P.P-2.0ml-neutral-DNA&RNA free,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
tubes-microcentrifuges-with safe-lock cap-P.P-1.5 ML-neutral-DNA&RNA,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,2
TURKS SOLUTION,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,7
TWO WAY SOLENOID VALVE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,5
"TYGON TUBING 0 0,89 (1000MM), 1000  MM ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"TYGON TUBING 0 0,8X2,4MM(1000MM), 1000MM ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"TYGON TUBING 0 2,29 (1000MM), 1000MM ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"TYGON TUBING 0 2,79 (1000MM), 1000MM  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"TYGON TUBING 0 2.06X4MM(5000MM), 5000MM ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"TYGON TUBING 1.3, TUBE ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"TYGON TUBING1.02, TUBE  ....... ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"ULTRASOUND SCANNER, SCANNER ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
"ULTRASOUNIC TRANSDUCER, 115-005841-00 ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
"ULTRASOUNIC TRANSDUCER, 115-005841-00 ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 5,,1
"UNINTERRUPTED POWER SUPPLY (UPS),","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1
UP DOWN BELT,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
UPP(UNIVERSAL PLATELETS PROTOCOL) CARD,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,6
Urea 4x100ML,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,2
Urea 4x100ML,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
Urea 4x100ML,"DCL Laboratory Products Ltd, Enugu",,,1
UREA UV SL  8X25 ML URSL 0250,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,20
UREA UV SL  8X25 ML URSL 0250,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,2
"UREA UV SL + STD 5ML, 5X 125 ML ","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1
"UREA UV SL, 2X62.5M+STD","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,6
"UREA UV SL, 2X62.5M+STD","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1
"UREA UV SL, 4 X 55 ML ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,9
"UREA UV SL, 4 X 55 ML ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,2
"UREA UV SL, 4 X 55 ML ","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,2
"UREA UV SL, 4 X 55 ML ","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,4
"UREA UV SL, 4 X 62,5 ML","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,12
"UREA UV SL, 4 X 62,5 ML",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,4
"UREA UV SL, 4 X 62,5 ML","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
"UREA UV SL, 4 X 62,5 ML","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,5
URIC ACID MONO SL 6X100 ML AUML-0500,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,25
URIC ACID MONO SL 6X100 ML AUML-0500,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
URIC ACID MONO SL 6X100 ML AUML-0500,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,2
"URIC ACID MONO SL, 12X20ML","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,7
"URIC ACID MONO SL, 12X20ML","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,2
"URIC ACID MONO SL, 12X20ML","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1
"URIC ACID SL + STD 5ML, 6 X 100 ML ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,18
"URIC ACID SL + STD 5ML, 6 X 100 ML ","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,3
URINE ANALYZER BA600,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,5
URINE CONTAINER (STERILE),DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,2
URINE STRIPS(BA-11A),"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,99
"URYXXON URINE ANALYZER,    ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,1
USER INTERFACE MSM/MTP,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"VACCINE COOLER BOXES, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,135
"VACCINE COOLER BOXES, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,2
"VACCINE COOLER BOXES, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 2,,9
"VACCINE COOLER BOXES, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,1
"VACCINE COOLER BOXES, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 8,,6
VACCUM PUMP ASSY,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,3
VACCUM VALVE BOARD,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
VACUMED K2 EDTA 4ML VACUTAINER,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,2
VACUMED LITHIUM HEPARIN 6ML,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,-9
VACUMED POTASSIUM FLUORIDE 4ML,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,10
"VACUTAINER ECLIPSE NEEDLE 21G, 21G ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,2
"VACUTAINER ECLIPSE NEEDLE 21G, 21G ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,50
"VACUTAINER ECLIPSE NEEDLE 21G, 21G ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,30
"VACUTAINER EDTA 10ML, 10 ML ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,4
VACUTAINER EDTA 4ML ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",3,,-2
VACUTAINER EDTA 4ML ,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,10
VACUTAINER EDTA 4ML ,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,27
VACUTAINER HOLDER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 9,,95
VACUTAINER HOLDER,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,12
"VACUTAINER LITHIUM HEPARIN 6 ML, ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,10
"VACUTAINER SST 5 ML, 5ML  100PCS/PK ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,10
VACUUM PUMP,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
"VACUUM VALVE BOARD,   UNIT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"VALVE BLOCK, BLOCK ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,5
VALVE CABLE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"VALVE DRIVE UNIT, /..PC ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
VALVE MOTOR,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,4
"VARIABLE PIPETTE, 1-10ML ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,20
